Country Name,Country Code,Series,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Mozambique,MOZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.50189,103.42977,104.13635,103.6262,108.41345,112.37461,..,..,..,..
Mozambique,MOZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.90938,0.90852,0.92023,0.92523,0.92827,0.93353,..,..,..,..
Mozambique,MOZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,534910,461026,513572,576566,353839,143339,..,..,..,..
Myanmar,MMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,2.08768,1.92289,1.93208,..,..,..,..
Myanmar,MMR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.34391,..,107.15093,109.1187,109.73606,..,..,..,..,..
Myanmar,MMR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97137,..,0.96849,0.94646,0.9555,..,..,..,..,..
Myanmar,MMR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,196697,..,..,112231,91889,..,..,..,..,..
Namibia,NAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,121.83875,122.13574,..,..,..,..,..
Namibia,NAM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,0.96295,0.96652,..,..,..,..,..
Namibia,NAM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,5446,5999,..,..,..,..,..
Nauru,NRU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,111.5899,..,123.17416,..,..,120.97625,..,..,..,..
Nauru,NRU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.92025,..,0.94994,..,..,0.98817,..,..,..,..
Nauru,NRU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,31,..,40,..,..,..,..,..,..,..
Nepal,NPL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.99302,3.70359,4.44099,5.51837,5.10207,..,..,..,..,..
Nepal,NPL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,148.4647,148.56431,148.17456,145.2117,..,143.45337,..,..,..,..
Nepal,NPL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.07381,1.06181,1.05182,1.01812,..,1.01866,..,..,..,..
Nepal,NPL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,30866,49866,49332,101223,..,103384,..,..,..,..
Netherlands,NLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.4589,5.34816,5.4796,5.1751,..,..,..,..,..,..
Netherlands,NLD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,102.67552,103.29039,104.22212,105.16962,..,..,..,..,..
Netherlands,NLD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.99958,1.00007,0.99986,0.99905,..,..,..,..,..
Netherlands,NLD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,11016,4252,..,..,..,..,..
New Caledonia,NCL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.34445,6.33739,6.43335,6.28367,..,..,..,..,..,..
New Zealand,NZL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.79055,98.21236,99.20377,100.19743,101.38116,..,..,..,..,..
New Zealand,NZL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00338,1.00536,1.00754,1.00433,1.00597,..,..,..,..,..
New Zealand,NZL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,7232,6658,3655,913,1109,..,..,..,..,..
Nicaragua,NIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.08328,4.07843,4.08115,4.35768,..,..,..,..,..,..
Nicaragua,NIC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Nicaragua,NIC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Niger,NER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.12745,4.49468,2.99045,2.58165,3.54721,..,..,..,..,..
Niger,NER,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,63.75036,65.56293,67.52597,69.24308,..,62.00835,..,..,..,..
Niger,NER,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.84765,0.84673,0.85317,0.86498,..,0.87731,..,..,..,..
Niger,NER,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1280821,1280841,1295483,1241317,..,1647273,..,..,..,..
Nigeria,NGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,89.42713,..,82.17733,..,..,..,..,..,..,..
Nigeria,NGA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98539,..,0.94271,..,..,..,..,..,..,..
Nigeria,NGA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
North Macedonia,MKD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,90.98673,94.04874,..,97.06326,98.06731,..,..,..,..,..
North Macedonia,MKD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99112,1.00323,..,0.99875,0.99787,..,..,..,..,..
North Macedonia,MKD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,9919,6141,..,1062,781,..,..,..,..,..
Northern Mariana Islands,MNP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.69504,7.56933,8.03055,7.91198,..,..,..,..,..,..
Norway,NOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.79021,99.76582,100.11042,100.21819,100.07715,..,..,..,..,..
Norway,NOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99927,0.99728,0.99775,0.99918,0.99999,..,..,..,..,..
Norway,NOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,350,576,483,177,2,..,..,..,..,..
Oman,OMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,113.08977,110.73065,109.68471,108.85833,108.57453,107.69823,..,..,..,..
Oman,OMN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.06246,1.04484,1.02596,1.04674,1.10067,1.09267,..,..,..,..
Oman,OMN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1663,1634,412,4181,8733,7923,..,..,..,..
Pakistan,PAK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.46593,2.65002,3.00292,2.89952,..,..,..,..,..,..
Pakistan,PAK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,77.39932,78.25324,83.88247,83.70682,86.11134,87.8961,..,..,..,..
Pakistan,PAK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8535,0.85593,0.85398,0.86301,0.84441,0.85915,..,..,..,..
Pakistan,PAK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,6581788,..,6633175,..,..,..,..,..,..,..
Palau,PLW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Palau,PLW,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.19663,..,..,..,..,..,..,..,..,..
Palau,PLW,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.8794,..,..,..,..,..,..,..,..,..
Palau,PLW,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,69,..,..,..,..,..,..,..,..,..
Panama,PAN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.93256,94.85858,92.36523,93.35471,..,..,..,..,..,..
Panama,PAN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97651,0.97546,0.98421,0.97883,..,..,..,..,..,..
Panama,PAN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,37370,44375,..,58658,..,..,..,..,..,..
Papua New Guinea,PNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,1.96493,1.93089,..,..,..,..,..
Papua New Guinea,PNG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,103.57302,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,0.91491,..,..,..,..,..,..,..
Papua New Guinea,PNG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,86115,..,..,..,..,..,..,..
Paraguay,PRY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,3.43834,..,..,..,..,..,..,..
Paraguay,PRY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Peru,PER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.69599,3.96933,3.81317,3.93131,3.72316,3.84729,..,..,..,..
Peru,PER,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.249,100.28327,102.42321,102.1457,105.0764,111.26073,..,..,..,..
Peru,PER,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0022,1.00091,0.98786,0.97394,0.96567,0.96158,..,..,..,..
Peru,PER,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,10993,33838,47585,..,..,..,..,..
Philippines,PHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Philippines,PHL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,111.8504,110.49716,108.2587,105.51518,99.86927,..,..,..,..,..
Philippines,PHL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97958,0.97008,0.96668,0.96439,0.96244,..,..,..,..,..
Philippines,PHL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,333178,364140,429607,424228,500780,..,..,..,..,..
Poland,POL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.90918,4.81226,4.63922,4.55957,..,..,..,..,..,..
Poland,POL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.2535,..,..,100.04543,96.3152,..,..,..,..,..
Poland,POL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00219,..,..,1.00058,0.98859,..,..,..,..,..
Poland,POL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,77551,..,..,59793,50722,..,..,..,..,..
Portugal,PRT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.124,4.88554,..,5.01561,..,..,..,..,..,..
Portugal,PRT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.74948,104.87311,103.80414,104.35608,105.39792,..,..,..,..,..
Portugal,PRT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.95834,0.96252,0.96486,0.96684,0.97412,..,..,..,..,..
Portugal,PRT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3051,7802,11170,3662,2425,..,..,..,..,..
Puerto Rico,PRI,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.07266,..,..,..,..,..,..,..,..,..
Puerto Rico,PRI,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,90.64602,89.07858,82.83672,..,81.7647,..,..,..,..,..
Puerto Rico,PRI,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00411,1.00037,0.99534,..,0.98945,..,..,..,..,..
Puerto Rico,PRI,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,40680,45370,57625,..,55942,..,..,..,..,..
Qatar,QAT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.60535,..,..,2.86383,..,2.69535,..,..,..,..
Qatar,QAT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.28776,103.01785,102.70193,103.0715,104.3871,105.11708,..,..,..,..
Qatar,QAT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02446,1.00843,0.99371,0.99604,1.01026,1.02992,..,..,..,..
Qatar,QAT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,6996,4352,3584,2972,1985,2949,..,..,..,..
Romania,ROU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.12642,3.10676,2.97411,3.09539,..,..,..,..,..,..
Romania,ROU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,88.48407,86.34456,84.56607,86.94353,..,..,..,..,..
Romania,ROU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.98508,0.98746,0.98672,0.99153,..,..,..,..,..
Romania,ROU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,82464,104345,126456,135701,..,..,..,..,..
Russian Federation,RUS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.01388,3.83403,3.76044,4.68991,..,..,..,..,..,..
Russian Federation,RUS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,98.02932,99.47305,100.12029,102.3353,104.09201,..,..,..,..,..
Russian Federation,RUS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00672,1.00792,1.006,0.9953,0.98911,..,..,..,..,..
Russian Federation,RUS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,149626,80703,36857,8523,10839,..,..,..,..,..
Rwanda,RWA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.17978,3.63234,3.4193,3.11083,3.07375,..,..,..,..,..
Rwanda,RWA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,142.09463,140.56584,141.19302,137.17433,132.12526,129.96978,..,..,..,..
Rwanda,RWA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.02469,1.01361,0.99879,0.99264,0.98631,0.97976,..,..,..,..
Rwanda,RWA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,13957,42716,81300,121348,..,..,..,..
Samoa,WSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,4.16222,..,..,..,..,..,..,..
Samoa,WSM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,107.99744,106.39106,107.93271,108.69744,110.43128,115.72207,..,..,..,..
Samoa,WSM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00265,1.00033,1.01218,1.00264,0.99838,1.0103,..,..,..,..
Samoa,WSM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,236,165,411,185,387,..,..,..,..,..
San Marino,SMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,3.37033,3.59286,..,..,..,..,..
San Marino,SMR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,116.89373,110.08065,..,..,..,..
San Marino,SMR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,1.16476,1.10741,..,..,..,..
San Marino,SMR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,79,..,..,..,..
Sao Tome and Principe,STP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.74883,3.8645,5.17307,5.08416,5.14907,..,..,..,..,..
Sao Tome and Principe,STP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,102.0392,103.1691,103.85953,105.00261,..,..,..,..,..,..
Sao Tome and Principe,STP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96457,0.96129,0.95747,0.96736,..,..,..,..,..,..
Sao Tome and Principe,STP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3702,3817,..,2100,..,..,..,..,..,..
Saudi Arabia,SAU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,117.2198,112.10066,104.63059,100.17458,100.34702,101.47726,..,..,..,..
Saudi Arabia,SAU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97039,1.03096,0.99074,1.01429,1.01145,1.01504,..,..,..,..
Saudi Arabia,SAU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,22068,58970,..,..,..,..,..,..,..
Senegal,SEN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.72021,5.45638,5.11309,4.62497,4.83328,..,..,..,..,..
Senegal,SEN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,90.46086,89.78162,..,..,..,87.58381,..,..,..,..
Senegal,SEN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.11969,1.11954,..,..,..,1.14192,..,..,..,..
Senegal,SEN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,541676,563931,..,..,..,681296,..,..,..,..
Serbia,SRB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.92698,3.78902,3.64027,3.71509,3.58539,..,..,..,..,..
Serbia,SRB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.36326,101.22541,100.46706,100.36259,100.31749,99.59382,..,..,..,..
Serbia,SRB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00448,0.99775,0.99799,1.00096,1.0003,0.99901,..,..,..,..
Serbia,SRB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3423,2187,2253,2752,3815,4887,..,..,..,..
Seychelles,SYC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.08368,..,4.42102,..,..,..,..,..,..,..
Seychelles,SYC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.37099,105.97335,103.56895,102.42356,103.31627,102.81319,..,..,..,..
Seychelles,SYC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01518,1.03043,1.03249,1.05168,1.05868,1.04867,..,..,..,..
Seychelles,SYC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,84,77,152,249,269,224,..,..,..,..
Sierra Leone,SLE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.66292,..,3.06023,4.63577,6.98963,7.70228,..,..,..,..
Sierra Leone,SLE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,116.9143,118.89392,125.64213,114.68657,145.59427,..,..,..,..
Sierra Leone,SLE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,1.01415,1.01101,1.01891,1.03486,1.02634,..,..,..,..
Sierra Leone,SLE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,19253,6104,..,..,..,..,..,..,..
Singapore,SGP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,100.69286,100.57172,100.22494,..,..,..,..,..
Singapore,SGP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,0.99844,0.99893,0.99928,..,..,..,..,..
Singapore,SGP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,24,72,476,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,128.86671,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0108,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.22136,4.59954,3.91171,3.93913,..,..,..,..,..,..
Slovak Republic,SVK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.27775,98.0883,97.28014,98.43949,99.54251,..,..,..,..,..
Slovak Republic,SVK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99045,0.99201,0.98865,0.99423,0.99676,..,..,..,..,..
Slovak Republic,SVK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,11034,13359,14552,12554,10196,..,..,..,..,..
Slovenia,SVN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.2917,4.90953,4.80178,4.78324,..,..,..,..,..,..
Slovenia,SVN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.95206,100.33198,100.2171,100.56636,102.13463,..,..,..,..,..
Slovenia,SVN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00462,1.00744,1.00739,1.00328,1.00138,..,..,..,..,..
Slovenia,SVN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,894,521,558,225,294,..,..,..,..,..
Solomon Islands,SLB,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,111.78632,112.97701,113.67024,112.19722,105.99196,..,..,..,..,..
Solomon Islands,SLB,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97229,0.98953,0.98814,0.99269,0.99609,..,..,..,..,..
Solomon Islands,SLB,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,492,68,..,..,4351,..,..,..,..,..
Somalia,SOM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,..,5.95619,5.94285,6.11306,6.15899,6.50505,..,..,..,..
South Africa,ZAF,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.65726,101.9005,101.4936,99.1387,96.59,..,..,..,..,..
South Africa,ZAF,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96124,0.93338,0.96804,0.96667,0.96159,..,..,..,..,..
South Africa,ZAF,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,311658,..,567591,845478,..,..,..,..,..
South Sudan,SSD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.23246,1.46556,1.5439,..,..,..,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,..,60.38093,..,..,..,..,..,..,..,..
South Sudan,SSD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,..,0.7078,..,..,..,..,..,..,..,..
South Sudan,SSD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,..,1088325,..,..,..,..,..,..,..,..
Spain,ESP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.30338,4.28657,4.22764,4.20774,..,..,..,..,..,..
Spain,ESP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,107.87827,107.20858,105.09839,103.58476,102.70377,..,..,..,..,..
Spain,ESP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.01324,1.01552,1.01657,1.01662,1.01366,..,..,..,..,..
Spain,ESP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,7383,9277,27756,74969,91786,..,..,..,..,..
